HB2014Name,GPPracticeName,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Grampian,GARTHDEE MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Highland,THE PEARSON PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,7
NHS Highland,THE PEARSON PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Highland,THE PEARSON PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,1
NHS Highland,THE PEARSON PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,9
NHS Highland,THE PEARSON PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Fife,AUCHTERMUCHTY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Fife,AUCHTERMUCHTY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Fife,AUCHTERMUCHTY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Fife,AUCHTERMUCHTY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Fife,AUCHTERMUCHTY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Lothian,NIDDRIE MEDICAL PRACTICE,K-BAND 7CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200802,2019-04-01,1
NHS Lothian,NIDDRIE MEDICAL PRACTICE,K-BAND 7CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200802,2019-05-01,8
NHS Lothian,NIDDRIE MEDICAL PRACTICE,K-BAND 7CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200802,2019-06-01,2
NHS Lothian,NIDDRIE MEDICAL PRACTICE,K-BAND 7CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200802,2019-07-01,0
NHS Lothian,NIDDRIE MEDICAL PRACTICE,K-BAND 7CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200802,2019-08-01,8
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Grampian,TORRY MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,4
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,5
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Shetland,HILLSWICK HEALTH CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,4
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Tayside,GROVE HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Forth Valley,FORTHVIEW PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,3
NHS Forth Valley,FORTHVIEW PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Forth Valley,FORTHVIEW PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,2
NHS Forth Valley,FORTHVIEW PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,0
NHS Forth Valley,FORTHVIEW PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Western Isles,THE GROUP PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Western Isles,THE GROUP PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Western Isles,THE GROUP PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Western Isles,THE GROUP PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Western Isles,THE GROUP PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Tayside,GROVE HEALTH CENTRE,KNIT-BAND 5CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200810,2019-04-01,9
NHS Tayside,GROVE HEALTH CENTRE,KNIT-BAND 5CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200810,2019-05-01,6
NHS Tayside,GROVE HEALTH CENTRE,KNIT-BAND 5CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200810,2019-06-01,6
NHS Tayside,GROVE HEALTH CENTRE,KNIT-BAND 5CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200810,2019-07-01,8
NHS Tayside,GROVE HEALTH CENTRE,KNIT-BAND 5CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,20020200810,2019-08-01,1
NHS Fife,BANK STREET MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Fife,BANK STREET MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Fife,BANK STREET MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Fife,BANK STREET MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Fife,BANK STREET MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Western Isles,THE GROUP PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,0
NHS Western Isles,THE GROUP PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,3
NHS Western Isles,THE GROUP PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,7
NHS Western Isles,THE GROUP PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,2
NHS Western Isles,THE GROUP PRACTICE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,9
NHS Fife,AUCHTERMUCHTY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Fife,AUCHTERMUCHTY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Fife,AUCHTERMUCHTY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Fife,AUCHTERMUCHTY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Fife,AUCHTERMUCHTY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Borders,KELSO MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Borders,KELSO MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,KELSO MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Borders,KELSO MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Borders,KELSO MEDICAL GROUP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Western Isles,BROADBAY MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Western Isles,BROADBAY MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Western Isles,BROADBAY MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Western Isles,BROADBAY MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Western Isles,BROADBAY MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,0
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,2
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Lothian,COLINTON SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Lothian,COLINTON SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Lothian,COLINTON SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Lothian,COLINTON SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Lothian,COLINTON SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Tayside,THE ABBEY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Tayside,THE ABBEY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Tayside,THE ABBEY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Tayside,THE ABBEY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Tayside,THE ABBEY PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,BANK STREET MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Fife,BANK STREET MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Fife,BANK STREET MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Fife,BANK STREET MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Fife,BANK STREET MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Forth Valley,KINGLASS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lothian,COLINTON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Lothian,COLINTON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Lothian,COLINTON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Lothian,COLINTON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lothian,COLINTON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Grampian,WHINHILL MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,5
NHS Grampian,WHINHILL MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,2
NHS Grampian,WHINHILL MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Grampian,WHINHILL MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,9
NHS Grampian,WHINHILL MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,1
NHS Fife,BANK STREET MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,4
NHS Fife,BANK STREET MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,0
NHS Fife,BANK STREET MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Fife,BANK STREET MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,4
NHS Fife,BANK STREET MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Shetland,SCALLOWAY HEALTH CENTRE LLP,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ADPORE 10CM X 10CM ADH DRESS PFA,20030100600,2019-04-01,0
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ADPORE 10CM X 10CM ADH DRESS PFA,20030100600,2019-05-01,0
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ADPORE 10CM X 10CM ADH DRESS PFA,20030100600,2019-06-01,9
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ADPORE 10CM X 10CM ADH DRESS PFA,20030100600,2019-07-01,0
NHS Dumfries and Galloway,LOCHINCH PRACTICE,ADPORE 10CM X 10CM ADH DRESS PFA,20030100600,2019-08-01,3
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Greater Glasgow and Clyde,PENNAN PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Tayside,ARBROATH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Tayside,ARBROATH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Tayside,ARBROATH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Tayside,ARBROATH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Tayside,ARBROATH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Shetland,BRAE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Shetland,BRAE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Shetland,BRAE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Shetland,BRAE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Shetland,BRAE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Tayside,ARBROATH MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Tayside,ARBROATH MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Tayside,ARBROATH MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Tayside,ARBROATH MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Tayside,ARBROATH MEDICAL CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,0
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,9
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,5
NHS Lothian,CRAIGMILLAR MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,5
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-04-01,2
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-05-01,0
NHS Lothian,LADYWELL MEDICAL CENTRE (WEST),THICKEN AID_PDR SACH 9G,190700000BBCNBK,2019-06-01,4
