age,hb_name,hb_code,measure,sex,quarter_date,los,stays,avlos
20-29,NHS Tayside,S08000030,Emergency Inpatients,A,2018-07-01,38.0,20.0,1.9
60-69,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-04-01,87.0,75.0,1.16
80-89,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,B,2018-10-01,411.0,55.0,7.47
10-19,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-04-01,2.0,2.0,1.0
70-79,NHS Lothian,S08000024,All Daycases,A,2019-01-01,163.0,153.0,1.07
30-39,NHS Lanarkshire,S08000023,Elective Inpatients,B,2019-01-01,12.0,11.0,1.09
80-89,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-04-01,187.0,182.0,1.03
80-89,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-04-01,18.0,17.0,1.06
40-49,NHS Fife,S08000029,Elective Inpatients,B,2018-04-01,6.0,6.0,1.0
80-89,NHS Highland,S08000022,Emergency Inpatients,A,2018-07-01,271.0,30.0,9.03
30-39,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-10-01,13.0,12.0,1.08
40-49,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2019-01-01,101.0,71.0,1.42
20-29,NHS Shetland,S08000026,All Daycases,B,2018-10-01,1.0,1.0,1.0
50-59,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-04-01,76.0,72.0,1.06
70-79,NHS Highland,S08000022,All Daycases,B,2019-01-01,42.0,41.0,1.02
0-9,NHS Fife,S08000029,Emergency Inpatients,A,2018-04-01,5.0,5.0,1.0
0-9,NHS Lothian,S08000024,Elective Inpatients,B,2018-07-01,3.0,3.0,1.0
90+,NHS Orkney,S08000025,All Daycases,A,2019-01-01,0.0,0.0,
50-59,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-07-01,12.0,7.0,1.71
10-19,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-04-01,45.0,42.0,1.07
20-29,NHS Lothian,S08000024,Emergency Inpatients,A,2018-04-01,80.0,49.0,1.63
30-39,NHS Dumfries & Galloway,S08000017,All Daycases,A,2019-01-01,9.0,9.0,1.0
70-79,NHS Lothian,S08000024,Elective Inpatients,A,2018-10-01,99.0,42.0,2.36
80-89,NHS Highland,S08000022,Emergency Inpatients,A,2018-10-01,233.0,29.0,8.03
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-04-01,44.0,14.0,3.14
50-59,NHS Forth Valley,S08000019,All Daycases,B,2018-07-01,22.0,22.0,1.0
20-29,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-10-01,42.0,27.0,1.56
80-89,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-07-01,176.0,20.0,8.8
20-29,NHS Lothian,S08000024,Emergency Inpatients,B,2018-04-01,66.0,48.0,1.38
90+,NHS Grampian,S08000020,Emergency Inpatients,B,2018-04-01,135.0,11.0,12.27
80-89,NHS Highland,S08000022,All Daycases,B,2019-01-01,28.0,26.0,1.08
10-19,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-04-01,39.0,36.0,1.08
60-69,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-07-01,257.0,87.0,2.95
20-29,NHS Shetland,S08000026,Emergency Inpatients,A,2018-04-01,1.0,1.0,1.0
50-59,NHS Fife,S08000029,Emergency Inpatients,B,2018-04-01,93.0,46.0,2.02
20-29,NHS Lothian,S08000024,Elective Inpatients,A,2018-10-01,10.0,10.0,1.0
40-49,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2019-01-01,92.0,57.0,1.61
30-39,NHS Grampian,S08000020,All Daycases,A,2019-01-01,27.0,25.0,1.08
70-79,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-07-01,466.0,150.0,3.11
60-69,NHS Fife,S08000029,All Daycases,B,2018-07-01,54.0,50.0,1.08
90+,NHS Lothian,S08000024,Emergency Inpatients,B,2019-01-01,271.0,21.0,12.9
60-69,NHS Fife,S08000029,All Daycases,B,2019-01-01,46.0,46.0,1.0
10-19,NHS Borders,S08000016,Elective Inpatients,B,2018-10-01,0.0,0.0,
30-39,NHS Borders,S08000016,All Daycases,B,2018-07-01,6.0,6.0,1.0
50-59,NHS Tayside,S08000030,All Daycases,A,2019-01-01,48.0,44.0,1.09
70-79,NHS Forth Valley,S08000019,Elective Inpatients,A,2019-01-01,29.0,9.0,3.22
90+,NHS Tayside,S08000030,Emergency Inpatients,A,2018-10-01,133.0,9.0,14.78
40-49,NHS Orkney,S08000025,All Daycases,B,2018-10-01,2.0,2.0,1.0
70-79,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-07-01,378.0,84.0,4.5
40-49,NHS Highland,S08000022,All Daycases,B,2019-01-01,17.0,17.0,1.0
30-39,NHS Tayside,S08000030,All Daycases,A,2018-10-01,21.0,19.0,1.11
40-49,NHS Highland,S08000022,All Daycases,B,2018-10-01,19.0,18.0,1.06
0-9,NHS Grampian,S08000020,Elective Inpatients,A,2018-04-01,1.0,1.0,1.0
40-49,NHS Forth Valley,S08000019,All Daycases,A,2018-04-01,15.0,14.0,1.07
50-59,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2019-01-01,640.0,312.0,2.05
70-79,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-04-01,135.0,32.0,4.22
30-39,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-04-01,19.0,10.0,1.9
40-49,NHS Orkney,S08000025,Emergency Inpatients,A,2018-04-01,3.0,2.0,1.5
90+,NHS Tayside,S08000030,All Daycases,B,2018-07-01,6.0,6.0,1.0
60-69,NHS Lanarkshire,S08000023,All Daycases,A,2018-07-01,129.0,119.0,1.08
50-59,NHS Borders,S08000016,Elective Inpatients,A,2018-07-01,5.0,3.0,1.67
70-79,NHS Highland,S08000022,Emergency Inpatients,A,2018-04-01,227.0,52.0,4.37
20-29,NHS Ayrshire & Arran,S08000015,All Daycases,B,2019-01-01,21.0,20.0,1.05
50-59,NHS Orkney,S08000025,All Daycases,A,2018-04-01,3.0,3.0,1.0
50-59,NHS Lanarkshire,S08000023,All Daycases,B,2018-10-01,94.0,88.0,1.07
80-89,NHS Ayrshire & Arran,S08000015,All Daycases,B,2019-01-01,49.0,45.0,1.09
40-49,NHS Orkney,S08000025,Emergency Inpatients,A,2018-10-01,3.0,2.0,1.5
10-19,NHS Lothian,S08000024,All Daycases,A,2018-10-01,20.0,20.0,1.0
0-9,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-04-01,22.0,22.0,1.0
50-59,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-10-01,20.0,18.0,1.11
40-49,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-07-01,15.0,15.0,1.0
10-19,NHS Orkney,S08000025,All Daycases,A,2019-01-01,0.0,0.0,
20-29,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2018-10-01,2.0,2.0,1.0
30-39,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-07-01,108.0,101.0,1.07
70-79,NHS Lothian,S08000024,Emergency Inpatients,A,2019-01-01,829.0,159.0,5.21
90+,NHS Tayside,S08000030,All Daycases,B,2018-10-01,6.0,6.0,1.0
90+,NHS Fife,S08000029,Elective Inpatients,B,2018-10-01,8.0,1.0,8.0
80-89,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2019-01-01,488.0,91.0,5.36
40-49,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-10-01,36.0,16.0,2.25
30-39,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-10-01,7.0,7.0,1.0
80-89,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-07-01,201.0,60.0,3.35
50-59,NHS Shetland,S08000026,All Daycases,A,2018-07-01,3.0,3.0,1.0
60-69,NHS Highland,S08000022,Emergency Inpatients,B,2018-07-01,125.0,45.0,2.78
40-49,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-10-01,95.0,46.0,2.07
80-89,NHS Tayside,S08000030,Elective Inpatients,A,2018-07-01,47.0,11.0,4.27
70-79,NHS Tayside,S08000030,Elective Inpatients,B,2018-07-01,38.0,14.0,2.71
20-29,NHS Grampian,S08000020,Elective Inpatients,A,2018-04-01,7.0,7.0,1.0
0-9,NHS Tayside,S08000030,Elective Inpatients,A,2019-01-01,1.0,1.0,1.0
10-19,NHS Tayside,S08000030,Emergency Inpatients,A,2019-01-01,13.0,8.0,1.62
40-49,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-07-01,111.0,60.0,1.85
30-39,NHS Shetland,S08000026,Elective Inpatients,A,2018-10-01,0.0,0.0,
80-89,NHS Fife,S08000029,Elective Inpatients,B,2019-01-01,28.0,9.0,3.11
60-69,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2019-01-01,96.0,92.0,1.04
70-79,NHS Borders,S08000016,Elective Inpatients,A,2018-07-01,11.0,5.0,2.2
20-29,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-10-01,10.0,9.0,1.11
80-89,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-10-01,64.0,20.0,3.2
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-10-01,55.0,12.0,4.58
50-59,NHS Fife,S08000029,All Daycases,A,2018-10-01,42.0,40.0,1.05
40-49,NHS Shetland,S08000026,Elective Inpatients,A,2019-01-01,0.0,0.0,
20-29,NHS Tayside,S08000030,All Daycases,A,2018-07-01,16.0,16.0,1.0
90+,NHS Shetland,S08000026,Emergency Inpatients,B,2019-01-01,4.0,0.0,inf
90+,NHS Orkney,S08000025,All Daycases,B,2019-01-01,0.0,0.0,
40-49,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-04-01,10.0,9.0,1.11
60-69,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2018-07-01,10.0,8.0,1.25
60-69,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2019-01-01,251.0,81.0,3.1
10-19,NHS Lothian,S08000024,All Daycases,A,2019-01-01,19.0,18.0,1.06
60-69,NHS Lothian,S08000024,Emergency Inpatients,A,2018-07-01,501.0,160.0,3.13
0-9,NHS Fife,S08000029,Elective Inpatients,A,2018-10-01,1.0,1.0,1.0
20-29,NHS Lothian,S08000024,Emergency Inpatients,A,2018-07-01,81.0,49.0,1.65
80-89,NHS Highland,S08000022,All Daycases,A,2018-07-01,29.0,28.0,1.04
50-59,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-07-01,58.0,58.0,1.0
10-19,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-07-01,38.0,38.0,1.0
80-89,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2019-01-01,144.0,17.0,8.47
20-29,NHS Shetland,S08000026,Emergency Inpatients,A,2018-10-01,1.0,1.0,1.0
60-69,NHS Highland,S08000022,Emergency Inpatients,A,2019-01-01,151.0,49.0,3.08
80-89,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-07-01,1390.0,207.0,6.71
40-49,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-10-01,305.0,179.0,1.7
30-39,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-07-01,7.0,7.0,1.0
70-79,NHS Orkney,S08000025,All Daycases,B,2018-07-01,3.0,3.0,1.0
50-59,NHS Tayside,S08000030,Emergency Inpatients,A,2019-01-01,160.0,53.0,3.02
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-07-01,50.0,12.0,4.17
20-29,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-07-01,13.0,8.0,1.62
90+,NHS Highland,S08000022,Emergency Inpatients,A,2018-10-01,83.0,6.0,13.83
20-29,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2018-07-01,1.0,1.0,1.0
10-19,NHS Highland,S08000022,All Daycases,A,2018-07-01,5.0,5.0,1.0
10-19,NHS Lanarkshire,S08000023,All Daycases,A,2018-04-01,15.0,14.0,1.07
40-49,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-07-01,44.0,42.0,1.05
80-89,NHS Fife,S08000029,Elective Inpatients,A,2018-10-01,34.0,9.0,3.78
90+,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-04-01,2.0,2.0,1.0
90+,NHS Lothian,S08000024,Emergency Inpatients,A,2019-01-01,286.0,21.0,13.62
70-79,NHS Lanarkshire,S08000023,All Daycases,A,2018-04-01,128.0,125.0,1.02
80-89,NHS Shetland,S08000026,All Daycases,A,2018-04-01,2.0,2.0,1.0
40-49,NHS Ayrshire & Arran,S08000015,All Daycases,B,2019-01-01,32.0,30.0,1.07
60-69,NHS Forth Valley,S08000019,All Daycases,A,2018-07-01,31.0,29.0,1.07
0-9,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-04-01,5.0,5.0,1.0
10-19,NHS Tayside,S08000030,Emergency Inpatients,A,2018-04-01,14.0,9.0,1.56
80-89,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,B,2018-04-01,357.0,54.0,6.61
70-79,NHS Shetland,S08000026,All Daycases,B,2018-04-01,4.0,4.0,1.0
50-59,NHS Borders,S08000016,Elective Inpatients,B,2018-04-01,4.0,3.0,1.33
50-59,NHS Fife,S08000029,Emergency Inpatients,B,2019-01-01,98.0,52.0,1.88
70-79,NHS Borders,S08000016,Elective Inpatients,A,2019-01-01,11.0,5.0,2.2
30-39,NHS Grampian,S08000020,Elective Inpatients,A,2019-01-01,9.0,9.0,1.0
70-79,NHS Highland,S08000022,All Daycases,A,2018-07-01,39.0,39.0,1.0
50-59,NHS Highland,S08000022,All Daycases,B,2019-01-01,32.0,31.0,1.03
60-69,NHS Lothian,S08000024,Elective Inpatients,B,2018-04-01,56.0,34.0,1.65
0-9,NHS Shetland,S08000026,Emergency Inpatients,A,2018-04-01,0.0,0.0,
30-39,NHS Fife,S08000029,All Daycases,B,2018-04-01,19.0,18.0,1.06
90+,NHS Orkney,S08000025,All Daycases,A,2018-10-01,0.0,0.0,
90+,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-07-01,15.0,3.0,5.0
80-89,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-04-01,166.0,53.0,3.13
40-49,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2019-01-01,96.0,39.0,2.46
40-49,NHS Tayside,S08000030,Elective Inpatients,A,2019-01-01,10.0,8.0,1.25
90+,NHS Lanarkshire,S08000023,All Daycases,A,2019-01-01,16.0,15.0,1.07
30-39,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-07-01,12.0,12.0,1.0
30-39,NHS Lothian,S08000024,Elective Inpatients,B,2018-10-01,15.0,14.0,1.07
60-69,NHS Lanarkshire,S08000023,Elective Inpatients,A,2019-01-01,35.0,33.0,1.06
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2019-01-01,52.0,12.0,4.33
70-79,NHS Tayside,S08000030,All Daycases,B,2019-01-01,61.0,58.0,1.05
80-89,NHS Highland,S08000022,Elective Inpatients,B,2018-04-01,27.0,7.0,3.86
20-29,NHS Lothian,S08000024,Elective Inpatients,A,2018-04-01,11.0,11.0,1.0
0-9,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2019-01-01,7.0,7.0,1.0
70-79,NHS Grampian,S08000020,Elective Inpatients,A,2018-07-01,53.0,25.0,2.12
20-29,NHS Fife,S08000029,All Daycases,B,2018-10-01,14.0,14.0,1.0
80-89,NHS Orkney,S08000025,Emergency Inpatients,A,2018-04-01,17.0,3.0,5.67
90+,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-04-01,48.0,11.0,4.36
60-69,NHS Lanarkshire,S08000023,All Daycases,B,2018-07-01,112.0,102.0,1.1
10-19,NHS Forth Valley,S08000019,Emergency Inpatients,A,2018-10-01,9.0,5.0,1.8
30-39,NHS Shetland,S08000026,All Daycases,B,2019-01-01,1.0,1.0,1.0
50-59,NHS Forth Valley,S08000019,All Daycases,B,2018-04-01,24.0,24.0,1.0
30-39,NHS Fife,S08000029,Emergency Inpatients,A,2018-10-01,33.0,24.0,1.38
20-29,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-04-01,22.0,21.0,1.05
20-29,NHS Highland,S08000022,Emergency Inpatients,A,2019-01-01,22.0,15.0,1.47
60-69,NHS Tayside,S08000030,Emergency Inpatients,A,2018-04-01,243.0,69.0,3.52
60-69,NHS Highland,S08000022,Emergency Inpatients,A,2018-07-01,146.0,47.0,3.11
20-29,NHS Shetland,S08000026,All Daycases,B,2018-07-01,1.0,1.0,1.0
50-59,NHS Grampian,S08000020,Emergency Inpatients,B,2019-01-01,159.0,70.0,2.27
10-19,NHS Lothian,S08000024,Emergency Inpatients,B,2018-10-01,28.0,23.0,1.22
20-29,NHS Highland,S08000022,Emergency Inpatients,A,2018-04-01,23.0,15.0,1.53
10-19,NHS Grampian,S08000020,Elective Inpatients,B,2018-10-01,2.0,2.0,1.0
40-49,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2019-01-01,34.0,14.0,2.43
50-59,NHS Lanarkshire,S08000023,All Daycases,B,2018-07-01,98.0,96.0,1.02
20-29,NHS Borders,S08000016,All Daycases,A,2018-10-01,4.0,4.0,1.0
70-79,NHS Grampian,S08000020,Elective Inpatients,A,2019-01-01,53.0,21.0,2.52
70-79,NHS Orkney,S08000025,All Daycases,B,2018-04-01,4.0,4.0,1.0
60-69,NHS Lothian,S08000024,Emergency Inpatients,A,2018-10-01,514.0,173.0,2.97
20-29,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-07-01,145.0,109.0,1.33
50-59,NHS Highland,S08000022,Elective Inpatients,A,2019-01-01,11.0,10.0,1.1
10-19,NHS Tayside,S08000030,Elective Inpatients,A,2019-01-01,2.0,2.0,1.0
60-69,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-10-01,249.0,79.0,3.15
0-9,NHS Shetland,S08000026,All Daycases,A,2018-07-01,0.0,0.0,
50-59,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-07-01,76.0,74.0,1.03
40-49,NHS Shetland,S08000026,Emergency Inpatients,A,2018-07-01,3.0,2.0,1.5
40-49,NHS Tayside,S08000030,All Daycases,A,2018-04-01,28.0,26.0,1.08
20-29,NHS Orkney,S08000025,Elective Inpatients,B,2018-04-01,0.0,0.0,
60-69,NHS Borders,S08000016,Emergency Inpatients,B,2018-04-01,57.0,21.0,2.71
50-59,NHS Forth Valley,S08000019,Elective Inpatients,A,2019-01-01,12.0,8.0,1.5
80-89,NHS Highland,S08000022,Elective Inpatients,B,2019-01-01,23.0,7.0,3.29
90+,NHS Tayside,S08000030,All Daycases,A,2019-01-01,6.0,6.0,1.0
10-19,NHS Lothian,S08000024,Elective Inpatients,A,2018-04-01,5.0,5.0,1.0
70-79,NHS Dumfries & Galloway,S08000017,All Daycases,B,2019-01-01,28.0,27.0,1.04
60-69,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-07-01,32.0,31.0,1.03
30-39,NHS Highland,S08000022,Emergency Inpatients,B,2018-07-01,25.0,17.0,1.47
30-39,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-07-01,61.0,51.0,1.2
20-29,NHS Orkney,S08000025,Emergency Inpatients,B,2018-10-01,1.0,1.0,1.0
50-59,NHS Lanarkshire,S08000023,All Daycases,A,2018-04-01,89.0,87.0,1.02
60-69,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-07-01,86.0,83.0,1.04
40-49,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-04-01,33.0,14.0,2.36
70-79,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-07-01,147.0,87.0,1.69
20-29,NHS Orkney,S08000025,Emergency Inpatients,B,2018-04-01,1.0,1.0,1.0
50-59,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-10-01,21.0,18.0,1.17
10-19,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-04-01,5.0,4.0,1.25
0-9,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-07-01,6.0,6.0,1.0
20-29,NHS Orkney,S08000025,Emergency Inpatients,B,2018-07-01,1.0,1.0,1.0
80-89,NHS Fife,S08000029,Emergency Inpatients,A,2019-01-01,324.0,44.0,7.36
60-69,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-07-01,891.0,325.0,2.74
50-59,NHS Lothian,S08000024,Elective Inpatients,B,2018-10-01,33.0,32.0,1.03
40-49,NHS Grampian,S08000020,All Daycases,A,2019-01-01,42.0,39.0,1.08
50-59,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-10-01,193.0,124.0,1.56
10-19,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2019-01-01,2.0,2.0,1.0
50-59,NHS Lanarkshire,S08000023,All Daycases,A,2018-10-01,86.0,85.0,1.01
50-59,NHS Fife,S08000029,All Daycases,A,2018-07-01,45.0,43.0,1.05
60-69,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-04-01,335.0,146.0,2.29
80-89,NHS Highland,S08000022,Elective Inpatients,B,2018-07-01,25.0,7.0,3.57
90+,NHS Highland,S08000022,Emergency Inpatients,A,2019-01-01,74.0,6.0,12.33
30-39,NHS Lothian,S08000024,Emergency Inpatients,B,2019-01-01,95.0,62.0,1.53
60-69,NHS Borders,S08000016,All Daycases,A,2019-01-01,16.0,15.0,1.07
50-59,NHS Tayside,S08000030,Emergency Inpatients,A,2018-04-01,160.0,57.0,2.81
20-29,NHS Dumfries & Galloway,S08000017,All Daycases,A,2019-01-01,7.0,7.0,1.0
40-49,NHS Tayside,S08000030,Elective Inpatients,B,2018-10-01,9.0,7.0,1.29
0-9,NHS Fife,S08000029,All Daycases,B,2018-07-01,3.0,3.0,1.0
40-49,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-07-01,128.0,126.0,1.02
90+,NHS Fife,S08000029,Emergency Inpatients,A,2019-01-01,103.0,8.0,12.88
40-49,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-10-01,10.0,9.0,1.11
90+,NHS Fife,S08000029,Elective Inpatients,B,2019-01-01,10.0,1.0,10.0
70-79,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,B,2018-07-01,315.0,84.0,3.75
20-29,NHS Tayside,S08000030,Elective Inpatients,A,2018-04-01,4.0,4.0,1.0
90+,NHS Highland,S08000022,Elective Inpatients,B,2018-04-01,8.0,1.0,8.0
20-29,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-10-01,85.0,79.0,1.08
50-59,NHS Lothian,S08000024,Elective Inpatients,A,2018-04-01,37.0,32.0,1.16
70-79,NHS Lothian,S08000024,Elective Inpatients,B,2018-07-01,88.0,42.0,2.1
50-59,NHS Lothian,S08000024,All Daycases,A,2018-10-01,112.0,106.0,1.06
90+,NHS Borders,S08000016,Emergency Inpatients,B,2018-07-01,29.0,2.0,14.5
80-89,NHS Dumfries & Galloway,S08000017,All Daycases,B,2019-01-01,16.0,15.0,1.07
10-19,NHS Forth Valley,S08000019,Emergency Inpatients,A,2019-01-01,8.0,5.0,1.6
20-29,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2019-01-01,100.0,94.0,1.06
60-69,NHS Lothian,S08000024,Elective Inpatients,B,2018-10-01,49.0,35.0,1.4
60-69,NHS Forth Valley,S08000019,All Daycases,A,2018-04-01,32.0,29.0,1.1
10-19,NHS Highland,S08000022,All Daycases,A,2019-01-01,5.0,5.0,1.0
50-59,NHS Orkney,S08000025,Elective Inpatients,A,2018-04-01,1.0,1.0,1.0
80-89,NHS Grampian,S08000020,Emergency Inpatients,B,2018-04-01,399.0,58.0,6.88
60-69,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-04-01,930.0,389.0,2.39
0-9,NHS Lanarkshire,S08000023,All Daycases,A,2019-01-01,11.0,10.0,1.1
0-9,NHS Lanarkshire,S08000023,All Daycases,A,2018-10-01,9.0,9.0,1.0
20-29,NHS Shetland,S08000026,All Daycases,A,2018-04-01,1.0,1.0,1.0
90+,NHS Lanarkshire,S08000023,Elective Inpatients,A,2019-01-01,19.0,4.0,4.75
20-29,NHS Dumfries & Galloway,S08000017,All Daycases,A,2018-07-01,7.0,7.0,1.0
70-79,NHS Grampian,S08000020,Emergency Inpatients,B,2018-10-01,392.0,95.0,4.13
70-79,NHS Forth Valley,S08000019,All Daycases,B,2018-07-01,36.0,33.0,1.09
60-69,NHS Tayside,S08000030,Elective Inpatients,B,2018-10-01,26.0,16.0,1.62
50-59,NHS Borders,S08000016,All Daycases,A,2019-01-01,13.0,12.0,1.08
50-59,NHS Tayside,S08000030,Emergency Inpatients,A,2018-10-01,163.0,58.0,2.81
50-59,NHS Lanarkshire,S08000023,Elective Inpatients,A,2019-01-01,28.0,27.0,1.04
0-9,NHS Highland,S08000022,Emergency Inpatients,B,2018-04-01,4.0,4.0,1.0
60-69,NHS Lothian,S08000024,Emergency Inpatients,A,2018-04-01,560.0,159.0,3.52
30-39,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-04-01,72.0,49.0,1.47
20-29,NHS Lanarkshire,S08000023,All Daycases,A,2018-07-01,33.0,32.0,1.03
20-29,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2019-01-01,46.0,35.0,1.31
10-19,NHS Lanarkshire,S08000023,Elective Inpatients,B,2019-01-01,4.0,4.0,1.0
20-29,NHS Borders,S08000016,All Daycases,A,2018-04-01,4.0,4.0,1.0
40-49,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2019-01-01,29.0,14.0,2.07
0-9,NHS Fife,S08000029,Emergency Inpatients,A,2018-10-01,5.0,4.0,1.25
10-19,NHS Lothian,S08000024,Emergency Inpatients,A,2019-01-01,28.0,23.0,1.22
60-69,NHS Lothian,S08000024,All Daycases,A,2018-10-01,150.0,146.0,1.03
10-19,NHS Tayside,S08000030,Emergency Inpatients,A,2018-07-01,15.0,9.0,1.67
10-19,NHS Lothian,S08000024,Elective Inpatients,B,2018-04-01,5.0,5.0,1.0
80-89,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2019-01-01,208.0,204.0,1.02
30-39,NHS Grampian,S08000020,All Daycases,A,2018-04-01,29.0,27.0,1.07
30-39,NHS Forth Valley,S08000019,All Daycases,B,2018-10-01,12.0,11.0,1.09
0-9,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2019-01-01,6.0,6.0,1.0
50-59,NHS Dumfries & Galloway,S08000017,All Daycases,B,2019-01-01,22.0,21.0,1.05
70-79,NHS Fife,S08000029,All Daycases,B,2019-01-01,50.0,46.0,1.09
30-39,NHS Tayside,S08000030,Emergency Inpatients,A,2019-01-01,51.0,24.0,2.12
90+,NHS Borders,S08000016,Emergency Inpatients,B,2019-01-01,31.0,2.0,15.5
40-49,NHS Forth Valley,S08000019,Elective Inpatients,A,2019-01-01,6.0,4.0,1.5
10-19,NHS Grampian,S08000020,Emergency Inpatients,A,2018-04-01,15.0,13.0,1.15
60-69,NHS Tayside,S08000030,Elective Inpatients,B,2019-01-01,27.0,14.0,1.93
60-69,NHS Lothian,S08000024,Emergency Inpatients,A,2019-01-01,473.0,177.0,2.67
10-19,NHS Lanarkshire,S08000023,All Daycases,B,2019-01-01,16.0,15.0,1.07
