PaidDateMonth,HB2014Name,GPPracticeName,BNFItemCode,BNFItemDescription,NumberOfPaidItems
2019-05-01,NHS Tayside,THE ABBEY PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,14
2019-05-01,NHS Tayside,THE ABBEY PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,5
2019-05-01,NHS Tayside,THE ABBEY PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-05-01,NHS Tayside,THE ABBEY PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,69
2019-05-01,NHS Tayside,THE ABBEY PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,7
2019-05-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Y0BBACAC,XARELTO_TAB 20MG,13
2019-05-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-05-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,55
2019-05-01,NHS Tayside,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-05-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Y0BBACAC,XARELTO_TAB 20MG,9
2019-05-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0208020Z0BBABAB,ELIQUIS_TAB 5MG,5
2019-05-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,120
2019-05-01,NHS Tayside,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-05-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,13
2019-05-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,8
2019-05-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-05-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,59
2019-05-01,NHS Tayside,ST MARGARET'S HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,10
2019-05-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-05-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,18
2019-05-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,13
2019-05-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,26
2019-05-01,NHS Greater Glasgow and Clyde,FULTON STREET MEDICAL CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-05-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-05-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,13
2019-05-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-05-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,20
2019-05-01,NHS Greater Glasgow and Clyde,BUCKINGHAM TERRACE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,10
2019-05-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-05-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,28
2019-05-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-05-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,15
2019-05-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,190700000BBCXA0,NUTILIS CLEAR_PDR SACH 1.25G,1
2019-05-01,NHS Greater Glasgow and Clyde,THE TERRACE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-05-01,NHS Greater Glasgow and Clyde,DRS REID & MACLAREN PARTNERSHIP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,10
2019-05-01,NHS Greater Glasgow and Clyde,DRS REID & MACLAREN PARTNERSHIP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,18
2019-05-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-05-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,51
2019-05-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,13
2019-05-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,64
2019-05-01,NHS Greater Glasgow and Clyde,RED WING MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-05-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-05-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,29
2019-05-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-05-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-05-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,63
2019-05-01,NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,9
2019-05-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-05-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,29
2019-05-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-05-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,30
2019-05-01,NHS Greater Glasgow and Clyde,OLD KILPATRICK MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-05-01,NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,6
2019-05-01,NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,12
2019-05-01,NHS Greater Glasgow and Clyde,PENNAN PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-05-01,NHS Greater Glasgow and Clyde,PENNAN PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,6
2019-05-01,NHS Greater Glasgow and Clyde,PENNAN PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-05-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-05-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,28
2019-05-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-05-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,35
2019-05-01,NHS Greater Glasgow and Clyde,KESSINGTON MEDICAL CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-05-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-05-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,55
2019-05-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-05-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,13
2019-05-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,37
2019-05-01,NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-05-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-05-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,19
2019-05-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-05-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,11
2019-05-01,NHS Lanarkshire,NALAGATLA MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-05-01,NHS Lanarkshire,STEPPS SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-05-01,NHS Lanarkshire,STEPPS SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,17
2019-05-01,NHS Lanarkshire,STEPPS SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-05-01,NHS Lanarkshire,STEPPS SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,6
2019-05-01,NHS Lanarkshire,STEPPS SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-05-01,NHS Lanarkshire,THE STONELAW PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-05-01,NHS Lanarkshire,THE STONELAW PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,37
2019-05-01,NHS Lanarkshire,THE STONELAW PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-05-01,NHS Lanarkshire,THE STONELAW PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,27
2019-05-01,NHS Lanarkshire,THE STONELAW PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,9
2019-05-01,NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,9
2019-05-01,NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,18
2019-05-01,NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-05-01,NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,28
2019-05-01,NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-05-01,NHS Lanarkshire,DRS TIERNEY & CANNING,0208020Y0BBACAC,XARELTO_TAB 20MG,5
2019-05-01,NHS Lanarkshire,DRS TIERNEY & CANNING,0208020Z0BBABAB,ELIQUIS_TAB 5MG,25
2019-05-01,NHS Lanarkshire,DRS TIERNEY & CANNING,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-05-01,NHS Lanarkshire,DRS TIERNEY & CANNING,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,26
2019-05-01,NHS Lanarkshire,DRS TIERNEY & CANNING,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-05-01,NHS Lanarkshire,DR C M MCCANN,0208020Z0BBABAB,ELIQUIS_TAB 5MG,5
2019-05-01,NHS Lanarkshire,DR C M MCCANN,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-05-01,NHS Lanarkshire,DR C M MCCANN,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-05-01,NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-05-01,NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,40
2019-05-01,NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,56
2019-05-01,NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,1
2019-05-01,NHS Lanarkshire,NORTH AVENUE SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-05-01,NHS Lanarkshire,NORTH AVENUE SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,47
2019-05-01,NHS Lanarkshire,NORTH AVENUE SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,13
2019-05-01,NHS Lanarkshire,NORTH AVENUE SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,40
2019-05-01,NHS Lanarkshire,NORTH AVENUE SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,15
2019-05-01,NHS Lanarkshire,DR R AFUAKWAH,0208020Z0BBABAB,ELIQUIS_TAB 5MG,13
2019-05-01,NHS Lanarkshire,DR R AFUAKWAH,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-05-01,NHS Lanarkshire,DR R AFUAKWAH,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,11
2019-04-01,NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,10
2019-04-01,NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,31
2019-04-01,NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-04-01,NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,57
2019-04-01,NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,49
2019-04-01,NHS Ayrshire and Arran,CENTRAL AVENUE SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-04-01,NHS Ayrshire and Arran,CENTRAL AVENUE SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,20
2019-04-01,NHS Ayrshire and Arran,CENTRAL AVENUE SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,33
2019-04-01,NHS Ayrshire and Arran,CENTRAL AVENUE SURGERY,1001010P0AAAEAE,NAPROXEN_TAB 500MG,25
2019-04-01,NHS Ayrshire and Arran,TAM'S BRIG SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-04-01,NHS Ayrshire and Arran,TAM'S BRIG SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,29
2019-04-01,NHS Ayrshire and Arran,TAM'S BRIG SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-04-01,NHS Ayrshire and Arran,TAM'S BRIG SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-04-01,NHS Ayrshire and Arran,TAM'S BRIG SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,65
2019-04-01,NHS Ayrshire and Arran,TAM'S BRIG SURGERY,1001010P0AAAEAE,NAPROXEN_TAB 500MG,84
2019-04-01,NHS Ayrshire and Arran,THE SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-04-01,NHS Ayrshire and Arran,THE SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,29
2019-04-01,NHS Ayrshire and Arran,THE SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,18
2019-04-01,NHS Ayrshire and Arran,THE SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-04-01,NHS Ayrshire and Arran,THE SURGERY,1001010P0AAAEAE,NAPROXEN_TAB 500MG,23
2019-04-01,NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,5
2019-04-01,NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-04-01,NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,16
2019-04-01,NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,21
2019-04-01,NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,11
2019-04-01,NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-04-01,NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,30
2019-04-01,NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,51
2019-04-01,NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,104
2019-04-01,NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,5
2019-04-01,NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,45
2019-04-01,NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,40
2019-04-01,NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,1001010P0AAAEAE,NAPROXEN_TAB 500MG,31
2019-04-01,NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-04-01,NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,38
2019-04-01,NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-04-01,NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,40
2019-04-01,NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,43
2019-04-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-04-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,65
2019-04-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-04-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,34
2019-04-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,61
2019-04-01,NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-04-01,NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-04-01,NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,42
2019-04-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-04-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,55
2019-04-01,NHS Borders,ROXBURGH STREET SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,25
2019-04-01,NHS Borders,ROXBURGH STREET SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-04-01,NHS Borders,ROXBURGH STREET SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,19
2019-04-01,NHS Borders,ROXBURGH STREET SURGERY,1001010P0AAAEAE,NAPROXEN_TAB 500MG,6
2019-04-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,10
2019-04-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,81
2019-04-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,75
2019-04-01,NHS Borders,NEWCASTLETON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,19
2019-04-01,NHS Borders,NEWCASTLETON MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,7
2019-04-01,NHS Borders,EILDON SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,8
2019-04-01,NHS Borders,EILDON SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,50
2019-04-01,NHS Borders,EILDON SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-04-01,NHS Borders,EILDON SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-04-01,NHS Borders,EILDON SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,22
2019-04-01,NHS Borders,EILDON SURGERY,1001010P0AAAEAE,NAPROXEN_TAB 500MG,40
2019-04-01,NHS Borders,MERSE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-04-01,NHS Borders,MERSE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,74
2019-04-01,NHS Borders,MERSE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,10
2019-04-01,NHS Borders,MERSE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,59
2019-04-01,NHS Borders,MERSE MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,51
2019-04-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,11
2019-04-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,67
2019-04-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,11
2019-04-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,60
2019-04-01,NHS Borders,SELKIRK MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,36
2019-04-01,NHS Borders,ST RONAN'S PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,39
2019-04-01,NHS Borders,ST RONAN'S PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-04-01,NHS Borders,ST RONAN'S PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,20
2019-04-01,NHS Borders,ST RONAN'S PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,15
2019-04-01,NHS Borders,KELSO MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,15
2019-04-01,NHS Borders,KELSO MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,95
2019-04-01,NHS Borders,KELSO MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,18
2019-04-01,NHS Borders,KELSO MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,91
2019-04-01,NHS Borders,KELSO MEDICAL GROUP,1001010P0AAAEAE,NAPROXEN_TAB 500MG,108
2019-04-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,5
2019-04-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,49
2019-04-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-04-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-04-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,46
2019-04-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,1001010P0AAAEAE,NAPROXEN_TAB 500MG,30
