hb_name,hb_code,loc_name,loc_code,measure,sex,age,quarter_date,avlos,los,stays
Weisshorn,Weisshorn,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Female,90+,2018-10-01,12,491,46
Grandes Jorasses,Grandes Jorasses,Ashy Storm-Petrel,Oceanodroma homochroa,Emergency Inpatients,Male,80-89,2018-04-01,35,22593,2001
Grandes Jorasses,Grandes Jorasses,Ashy Storm-Petrel,Oceanodroma homochroa,Emergency Inpatients,Male,80-89,2018-07-01,40,23780,1832
Grandes Jorasses,Grandes Jorasses,Ashy Storm-Petrel,Oceanodroma homochroa,Emergency Inpatients,Male,80-89,2018-10-01,35,21003,1909
Matterhorn,Matterhorn,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Female,60-69,2018-04-01,3,978,179
Matterhorn,Matterhorn,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Female,60-69,2018-07-01,0,999,205
Matterhorn,Matterhorn,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Female,60-69,2018-10-01,6,1006,183
Mont Blanc,Mont Blanc,Pacific Loon,Gavia pacifica,Emergency Inpatients,Male,60-69,2018-04-01,21,10709,1667
Mont Blanc,Mont Blanc,Pacific Loon,Gavia pacifica,Emergency Inpatients,Male,60-69,2018-07-01,21,10210,1761
Mont Blanc,Mont Blanc,Pacific Loon,Gavia pacifica,Emergency Inpatients,Male,60-69,2018-10-01,19,11721,1694
Rimpfischhorn,Rimpfischhorn,Buller's Shearwater,Puffinus bulleri,All Daycases,Male,0-9,2018-04-01,7,7,246
Rimpfischhorn,Rimpfischhorn,Buller's Shearwater,Puffinus bulleri,All Daycases,Male,0-9,2018-07-01,8,4,222
Rimpfischhorn,Rimpfischhorn,Buller's Shearwater,Puffinus bulleri,All Daycases,Male,0-9,2018-10-01,3,5,218
Dent Blanche,Dent Blanche,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,90+,2018-04-01,7,7,218
Dent Blanche,Dent Blanche,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,90+,2018-07-01,6,4,222
Dent Blanche,Dent Blanche,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,90+,2018-10-01,7,9,225
Grand Combin,Grand Combin,Wandering Albatross,Diomedea exulans,Emergency Inpatients,Male,10-19,2018-04-01,16,2203,1050
Grand Combin,Grand Combin,Wandering Albatross,Diomedea exulans,Emergency Inpatients,Male,10-19,2018-07-01,15,2287,1061
Grand Combin,Grand Combin,Wandering Albatross,Diomedea exulans,Emergency Inpatients,Male,10-19,2018-10-01,16,2039,1071
Finsteraarhorn,Finsteraarhorn,Buller's Shearwater,Puffinus bulleri,Elective Inpatients,Male,70-79,2018-04-01,16,1198,279
Finsteraarhorn,Finsteraarhorn,Buller's Shearwater,Puffinus bulleri,Elective Inpatients,Male,70-79,2018-07-01,15,1050,261
Finsteraarhorn,Finsteraarhorn,Buller's Shearwater,Puffinus bulleri,Elective Inpatients,Male,70-79,2018-10-01,16,1147,249
Elbrus,Elbrus,Black-capped Petrel,Pterodroma hasitata,All Daycases,Female,80-89,2018-04-01,8,3,62
Elbrus,Elbrus,Black-capped Petrel,Pterodroma hasitata,All Daycases,Female,80-89,2018-07-01,5,9,62
Elbrus,Elbrus,Black-capped Petrel,Pterodroma hasitata,All Daycases,Female,80-89,2018-10-01,6,2,57
Finsteraarhorn,Finsteraarhorn,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,40-49,2018-04-01,3,0,450
Finsteraarhorn,Finsteraarhorn,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,40-49,2018-07-01,7,7,466
Finsteraarhorn,Finsteraarhorn,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,40-49,2018-10-01,2,2,437
Dykh-Tau,Dykh-Tau,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,20-29,2018-04-01,7,66,33
Dykh-Tau,Dykh-Tau,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,20-29,2018-07-01,8,67,30
Dykh-Tau,Dykh-Tau,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,20-29,2018-10-01,2,67,33
Matterhorn,Matterhorn,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Male,10-19,2018-04-01,3,42,25
Matterhorn,Matterhorn,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Male,10-19,2018-07-01,1,43,26
Matterhorn,Matterhorn,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Male,10-19,2018-10-01,8,42,25
Rimpfischhorn,Rimpfischhorn,Arctic Loon,Gavia arctica,Emergency Inpatients,Male,70-79,2018-04-01,43,34193,3644
Rimpfischhorn,Rimpfischhorn,Arctic Loon,Gavia arctica,Emergency Inpatients,Male,70-79,2018-07-01,41,35208,3728
Rimpfischhorn,Rimpfischhorn,Arctic Loon,Gavia arctica,Emergency Inpatients,Male,70-79,2018-10-01,40,36476,3397
Weisshorn,Weisshorn,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Male,40-49,2018-04-01,0,2724,587
Weisshorn,Weisshorn,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Male,40-49,2018-07-01,5,2721,647
Weisshorn,Weisshorn,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Male,40-49,2018-10-01,1,2503,603
Shkhara,Shkhara,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Male,70-79,2018-04-01,5,1907,382
Shkhara,Shkhara,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Male,70-79,2018-07-01,0,2076,321
Shkhara,Shkhara,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Male,70-79,2018-10-01,3,1989,336
Grandes Jorasses,Grandes Jorasses,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Female,90+,2018-04-01,18,923,93
Grandes Jorasses,Grandes Jorasses,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Female,90+,2018-07-01,17,899,102
Grandes Jorasses,Grandes Jorasses,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Female,90+,2018-10-01,18,927,88
Weisshorn,Weisshorn,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Male,10-19,2018-04-01,0,49,38
Weisshorn,Weisshorn,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Male,10-19,2018-07-01,8,46,39
Weisshorn,Weisshorn,Audubon's Shearwater,Puffinus lherminieri,Elective Inpatients,Male,10-19,2018-10-01,9,44,42
Shkhara,Shkhara,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Female,90+,2018-04-01,41,7301,179
Shkhara,Shkhara,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Female,90+,2018-07-01,42,6827,187
Shkhara,Shkhara,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Female,90+,2018-10-01,44,6619,189
Rimpfischhorn,Rimpfischhorn,Clark's Grebe,Aechmophorus clarkii,Emergency Inpatients,Female,40-49,2018-04-01,24,9788,1609
Rimpfischhorn,Rimpfischhorn,Clark's Grebe,Aechmophorus clarkii,Emergency Inpatients,Female,40-49,2018-07-01,25,9018,1722
Rimpfischhorn,Rimpfischhorn,Clark's Grebe,Aechmophorus clarkii,Emergency Inpatients,Female,40-49,2018-10-01,23,8045,1805
Matterhorn,Matterhorn,Murphy's Petrel,Pterodroma ultima,All Daycases,Male,30-39,2018-04-01,0,7,260
Matterhorn,Matterhorn,Murphy's Petrel,Pterodroma ultima,All Daycases,Male,30-39,2018-07-01,1,6,237
Matterhorn,Matterhorn,Murphy's Petrel,Pterodroma ultima,All Daycases,Male,30-39,2018-10-01,7,7,245
Weisshorn,Weisshorn,Pacific Loon,Gavia pacifica,Emergency Inpatients,Female,90+,2018-04-01,29,4329,193
Weisshorn,Weisshorn,Pacific Loon,Gavia pacifica,Emergency Inpatients,Female,90+,2018-07-01,30,4806,192
Weisshorn,Weisshorn,Pacific Loon,Gavia pacifica,Emergency Inpatients,Female,90+,2018-10-01,32,4967,164
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Male,90+,2018-04-01,95,21707,1070
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Male,90+,2018-07-01,95,21138,1045
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Male,90+,2018-10-01,89,21909,901
Mont Blanc,Mont Blanc,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Female,20-29,2018-04-01,0,1877,604
Mont Blanc,Mont Blanc,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Female,20-29,2018-07-01,0,1742,523
Mont Blanc,Mont Blanc,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Female,20-29,2018-10-01,8,1941,614
Weisshorn,Weisshorn,Eared Grebe,Podiceps nigricollis,All Daycases,Female,60-69,2018-04-01,6,8,989
Weisshorn,Weisshorn,Eared Grebe,Podiceps nigricollis,All Daycases,Female,60-69,2018-07-01,6,6,1174
Weisshorn,Weisshorn,Eared Grebe,Podiceps nigricollis,All Daycases,Female,60-69,2018-10-01,4,3,1186
Grand Combin,Grand Combin,Red-necked Grebe,Podiceps grisegena,Elective Inpatients,Female,10-19,2018-04-01,8,277,235
Grand Combin,Grand Combin,Red-necked Grebe,Podiceps grisegena,Elective Inpatients,Female,10-19,2018-07-01,9,265,249
Grand Combin,Grand Combin,Red-necked Grebe,Podiceps grisegena,Elective Inpatients,Female,10-19,2018-10-01,0,266,275
Grand Combin,Grand Combin,Least Grebe,Tachybaptus dominicus,All Daycases,Female,60-69,2018-04-01,7,46,6015
Grand Combin,Grand Combin,Least Grebe,Tachybaptus dominicus,All Daycases,Female,60-69,2018-07-01,5,49,6127
Grand Combin,Grand Combin,Least Grebe,Tachybaptus dominicus,All Daycases,Female,60-69,2018-10-01,6,45,6059
Grand Combin,Grand Combin,Fork-tailed Storm-Petrel,Oceanodroma furcata,Elective Inpatients,Female,80-89,2018-04-01,36,8921,1272
Grand Combin,Grand Combin,Fork-tailed Storm-Petrel,Oceanodroma furcata,Elective Inpatients,Female,80-89,2018-07-01,38,9075,1132
Grand Combin,Grand Combin,Fork-tailed Storm-Petrel,Oceanodroma furcata,Elective Inpatients,Female,80-89,2018-10-01,35,8295,1166
Matterhorn,Matterhorn,Arctic Loon,Gavia arctica,Emergency Inpatients,Female,60-69,2018-04-01,16,7458,881
Matterhorn,Matterhorn,Arctic Loon,Gavia arctica,Emergency Inpatients,Female,60-69,2018-07-01,16,7827,744
Matterhorn,Matterhorn,Arctic Loon,Gavia arctica,Emergency Inpatients,Female,60-69,2018-10-01,15,8485,763
Finsteraarhorn,Finsteraarhorn,Fork-tailed Storm-Petrel,Oceanodroma furcata,Emergency Inpatients,Male,40-49,2018-04-01,18,1997,467
Finsteraarhorn,Finsteraarhorn,Fork-tailed Storm-Petrel,Oceanodroma furcata,Emergency Inpatients,Male,40-49,2018-07-01,20,2378,480
Finsteraarhorn,Finsteraarhorn,Fork-tailed Storm-Petrel,Oceanodroma furcata,Emergency Inpatients,Male,40-49,2018-10-01,18,2155,508
Dykh-Tau,Dykh-Tau,Wandering Albatross,Diomedea exulans,All Daycases,Female,40-49,2018-04-01,2,0,43
Dykh-Tau,Dykh-Tau,Wandering Albatross,Diomedea exulans,All Daycases,Female,40-49,2018-07-01,1,2,41
Dykh-Tau,Dykh-Tau,Wandering Albatross,Diomedea exulans,All Daycases,Female,40-49,2018-10-01,7,1,42
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,40-49,2018-04-01,1,6,243
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,40-49,2018-07-01,0,3,281
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,40-49,2018-10-01,2,6,295
Grand Combin,Grand Combin,Wedge-rumped Storm-Petrel,Oceanodroma tethys,Elective Inpatients,Female,60-69,2018-04-01,23,4685,1855
Grand Combin,Grand Combin,Wedge-rumped Storm-Petrel,Oceanodroma tethys,Elective Inpatients,Female,60-69,2018-07-01,20,4671,1740
Grand Combin,Grand Combin,Wedge-rumped Storm-Petrel,Oceanodroma tethys,Elective Inpatients,Female,60-69,2018-10-01,22,5274,1913
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Female,80-89,2018-04-01,22,7703,421
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Female,80-89,2018-07-01,23,8831,470
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Female,80-89,2018-10-01,22,8169,476
Grandes Jorasses,Grandes Jorasses,Murphy's Petrel,Pterodroma ultima,All Daycases,Female,90+,2018-04-01,6,3,296
Grandes Jorasses,Grandes Jorasses,Murphy's Petrel,Pterodroma ultima,All Daycases,Female,90+,2018-07-01,5,2,292
Grandes Jorasses,Grandes Jorasses,Murphy's Petrel,Pterodroma ultima,All Daycases,Female,90+,2018-10-01,4,8,345
Grand Combin,Grand Combin,Short-tailed Albatross,Phoebastria albatrus,All Daycases,Male,0-9,2018-04-01,7,0,543
Grand Combin,Grand Combin,Short-tailed Albatross,Phoebastria albatrus,All Daycases,Male,0-9,2018-07-01,4,6,496
Grand Combin,Grand Combin,Short-tailed Albatross,Phoebastria albatrus,All Daycases,Male,0-9,2018-10-01,0,6,526
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,20-29,2018-04-01,13,989,337
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,20-29,2018-07-01,13,1055,337
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,20-29,2018-10-01,13,1011,312
Weisshorn,Weisshorn,Shy Albatross,Thalassarche cauta,Elective Inpatients,Male,10-19,2018-04-01,6,48,39
Weisshorn,Weisshorn,Shy Albatross,Thalassarche cauta,Elective Inpatients,Male,10-19,2018-07-01,4,48,44
Weisshorn,Weisshorn,Shy Albatross,Thalassarche cauta,Elective Inpatients,Male,10-19,2018-10-01,0,48,39
Dom,Dom,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,20-29,2018-04-01,2,668,177
Dom,Dom,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,20-29,2018-07-01,8,586,178
Dom,Dom,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,20-29,2018-10-01,7,614,204
Grand Combin,Grand Combin,Cory's Shearwater,Calonectris diomedea,All Daycases,Male,30-39,2018-04-01,8,6,2428
Grand Combin,Grand Combin,Cory's Shearwater,Calonectris diomedea,All Daycases,Male,30-39,2018-07-01,6,8,2209
Grand Combin,Grand Combin,Cory's Shearwater,Calonectris diomedea,All Daycases,Male,30-39,2018-10-01,4,5,2447
Grand Combin,Grand Combin,Leach's Storm-Petrel,Oceanodroma leucorhoa,Elective Inpatients,Male,50-59,2018-04-01,16,3212,1391
Grand Combin,Grand Combin,Leach's Storm-Petrel,Oceanodroma leucorhoa,Elective Inpatients,Male,50-59,2018-07-01,17,2753,1518
Grand Combin,Grand Combin,Leach's Storm-Petrel,Oceanodroma leucorhoa,Elective Inpatients,Male,50-59,2018-10-01,16,3191,1435
Shkhara,Shkhara,White-faced Storm-Petrel,Pelagodroma marina,All Daycases,Male,60-69,2018-04-01,4,12,1207
Shkhara,Shkhara,White-faced Storm-Petrel,Pelagodroma marina,All Daycases,Male,60-69,2018-07-01,5,12,1074
Shkhara,Shkhara,White-faced Storm-Petrel,Pelagodroma marina,All Daycases,Male,60-69,2018-10-01,3,11,1113
Rimpfischhorn,Rimpfischhorn,Murphy's Petrel,Pterodroma ultima,All Daycases,Female,70-79,2018-04-01,4,44,3132
Rimpfischhorn,Rimpfischhorn,Murphy's Petrel,Pterodroma ultima,All Daycases,Female,70-79,2018-07-01,2,43,3144
Rimpfischhorn,Rimpfischhorn,Murphy's Petrel,Pterodroma ultima,All Daycases,Female,70-79,2018-10-01,2,39,3433
Rimpfischhorn,Rimpfischhorn,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Male,80-89,2018-04-01,22,4389,507
Rimpfischhorn,Rimpfischhorn,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Male,80-89,2018-07-01,24,4474,501
Rimpfischhorn,Rimpfischhorn,Pied-billed Grebe,Podilymbus podiceps,Elective Inpatients,Male,80-89,2018-10-01,22,4304,507
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,90+,2018-04-01,15,758,45
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,90+,2018-07-01,16,671,46
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,90+,2018-10-01,16,696,41
Monte Rosa,Monte Rosa,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Female,60-69,2018-04-01,2,365,116
Monte Rosa,Monte Rosa,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Female,60-69,2018-07-01,1,320,115
Monte Rosa,Monte Rosa,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Female,60-69,2018-10-01,4,332,107
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Male,80-89,2018-04-01,49,11114,622
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Male,80-89,2018-07-01,46,11360,736
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Male,80-89,2018-10-01,53,10989,646
Finsteraarhorn,Finsteraarhorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,70-79,2018-04-01,37,9565,1140
Finsteraarhorn,Finsteraarhorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,70-79,2018-07-01,39,9252,1107
Finsteraarhorn,Finsteraarhorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,70-79,2018-10-01,40,9374,1111
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Female,30-39,2018-04-01,2,2544,570
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Female,30-39,2018-07-01,5,2584,531
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Female,30-39,2018-10-01,8,2698,565
Dent Blanche,Dent Blanche,Wandering Albatross,Diomedea exulans,All Daycases,Female,80-89,2018-04-01,2,26,1165
Dent Blanche,Dent Blanche,Wandering Albatross,Diomedea exulans,All Daycases,Female,80-89,2018-07-01,9,26,981
Dent Blanche,Dent Blanche,Wandering Albatross,Diomedea exulans,All Daycases,Female,80-89,2018-10-01,4,27,1121
Matterhorn,Matterhorn,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,0-9,2018-04-01,9,23,15
Matterhorn,Matterhorn,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,0-9,2018-07-01,6,23,15
Matterhorn,Matterhorn,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,0-9,2018-10-01,1,24,16
Monte Rosa,Monte Rosa,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Male,0-9,2018-04-01,2,87,35
Monte Rosa,Monte Rosa,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Male,0-9,2018-07-01,6,80,36
Monte Rosa,Monte Rosa,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Male,0-9,2018-10-01,2,80,35
Mont Blanc,Mont Blanc,Greater Shearwater,Puffinus gravis,Emergency Inpatients,Male,30-39,2018-04-01,0,2248,620
Mont Blanc,Mont Blanc,Greater Shearwater,Puffinus gravis,Emergency Inpatients,Male,30-39,2018-07-01,0,2145,743
Mont Blanc,Mont Blanc,Greater Shearwater,Puffinus gravis,Emergency Inpatients,Male,30-39,2018-10-01,6,2397,715
Shkhara,Shkhara,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Female,40-49,2018-04-01,9,0,615
Shkhara,Shkhara,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Female,40-49,2018-07-01,6,8,640
Shkhara,Shkhara,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Female,40-49,2018-10-01,2,9,627
Grandes Jorasses,Grandes Jorasses,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,60-69,2018-04-01,25,13680,2874
Grandes Jorasses,Grandes Jorasses,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,60-69,2018-07-01,22,12378,2900
Grandes Jorasses,Grandes Jorasses,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,60-69,2018-10-01,24,13605,3042
Rimpfischhorn,Rimpfischhorn,Wedge-tailed Shearwater,Puffinus pacificus,Emergency Inpatients,Female,10-19,2018-04-01,0,1499,465
Rimpfischhorn,Rimpfischhorn,Wedge-tailed Shearwater,Puffinus pacificus,Emergency Inpatients,Female,10-19,2018-07-01,9,1321,520
Rimpfischhorn,Rimpfischhorn,Wedge-tailed Shearwater,Puffinus pacificus,Emergency Inpatients,Female,10-19,2018-10-01,6,1326,506
Matterhorn,Matterhorn,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,60-69,2018-04-01,1,2,657
Matterhorn,Matterhorn,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,60-69,2018-07-01,4,3,625
Matterhorn,Matterhorn,Western Grebe,Aechmophorus occidentalis,All Daycases,Male,60-69,2018-10-01,4,2,604
Finsteraarhorn,Finsteraarhorn,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Male,80-89,2018-04-01,47,10896,740
Finsteraarhorn,Finsteraarhorn,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Male,80-89,2018-07-01,50,9805,723
Finsteraarhorn,Finsteraarhorn,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Male,80-89,2018-10-01,47,9959,635
Mont Blanc,Mont Blanc,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Male,20-29,2018-04-01,3,180,122
Mont Blanc,Mont Blanc,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Male,20-29,2018-07-01,2,174,126
Mont Blanc,Mont Blanc,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Male,20-29,2018-10-01,3,176,135
Grand Combin,Grand Combin,Red-throated Loon,Gavia stellata,Elective Inpatients,Male,40-49,2018-04-01,13,1685,965
Grand Combin,Grand Combin,Red-throated Loon,Gavia stellata,Elective Inpatients,Male,40-49,2018-07-01,13,1707,871
Grand Combin,Grand Combin,Red-throated Loon,Gavia stellata,Elective Inpatients,Male,40-49,2018-10-01,13,1734,876
Koshtan-Tau,Koshtan-Tau,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Female,50-59,2018-04-01,4,6186,2782
Koshtan-Tau,Koshtan-Tau,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Female,50-59,2018-07-01,7,6047,2527
Koshtan-Tau,Koshtan-Tau,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Female,50-59,2018-10-01,3,5579,2773
Dykh-Tau,Dykh-Tau,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,40-49,2018-04-01,3,17,12
Dykh-Tau,Dykh-Tau,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,40-49,2018-07-01,3,17,13
Dykh-Tau,Dykh-Tau,White-chinned Petrel,Procellaria aequinoctialis,Elective Inpatients,Male,40-49,2018-10-01,6,16,12
Dent Blanche,Dent Blanche,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,80-89,2018-04-01,14,2250,296
Dent Blanche,Dent Blanche,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,80-89,2018-07-01,15,2551,308
Dent Blanche,Dent Blanche,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,80-89,2018-10-01,14,2494,301
Shkhara,Shkhara,Mottled Petrel,Pterodroma inexpectata,Elective Inpatients,Female,90+,2018-04-01,17,765,44
Shkhara,Shkhara,Mottled Petrel,Pterodroma inexpectata,Elective Inpatients,Female,90+,2018-07-01,17,839,48
Shkhara,Shkhara,Mottled Petrel,Pterodroma inexpectata,Elective Inpatients,Female,90+,2018-10-01,17,748,49
Weisshorn,Weisshorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,80-89,2018-04-01,28,12970,949
Weisshorn,Weisshorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,80-89,2018-07-01,28,14370,837
Weisshorn,Weisshorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,80-89,2018-10-01,28,15527,873
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Male,10-19,2018-04-01,2,69,41
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Male,10-19,2018-07-01,2,69,48
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Male,10-19,2018-10-01,0,75,46
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,80-89,2018-04-01,14,2215,238
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,80-89,2018-07-01,13,2237,219
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,80-89,2018-10-01,14,2245,230
Rimpfischhorn,Rimpfischhorn,Northern Fulmar,Fulmarus glacialis,Elective Inpatients,Male,10-19,2018-04-01,0,146,102
Rimpfischhorn,Rimpfischhorn,Northern Fulmar,Fulmarus glacialis,Elective Inpatients,Male,10-19,2018-07-01,9,132,111
Rimpfischhorn,Rimpfischhorn,Northern Fulmar,Fulmarus glacialis,Elective Inpatients,Male,10-19,2018-10-01,5,146,113
Grandes Jorasses,Grandes Jorasses,Manx Shearwater,Puffinus puffinus,Emergency Inpatients,Male,20-29,2018-04-01,4,2054,773
Grandes Jorasses,Grandes Jorasses,Manx Shearwater,Puffinus puffinus,Emergency Inpatients,Male,20-29,2018-07-01,8,2135,842
Grandes Jorasses,Grandes Jorasses,Manx Shearwater,Puffinus puffinus,Emergency Inpatients,Male,20-29,2018-10-01,6,2094,816
Dykh-Tau,Dykh-Tau,Least Grebe,Tachybaptus dominicus,All Daycases,Male,10-19,2018-04-01,4,5,11
Dykh-Tau,Dykh-Tau,Least Grebe,Tachybaptus dominicus,All Daycases,Male,10-19,2018-07-01,1,2,11
Dykh-Tau,Dykh-Tau,Least Grebe,Tachybaptus dominicus,All Daycases,Male,10-19,2018-10-01,6,8,11
Dent Blanche,Dent Blanche,Cory's Shearwater,Calonectris diomedea,All Daycases,Female,20-29,2018-04-01,5,0,443
Dent Blanche,Dent Blanche,Cory's Shearwater,Calonectris diomedea,All Daycases,Female,20-29,2018-07-01,8,5,492
Dent Blanche,Dent Blanche,Cory's Shearwater,Calonectris diomedea,All Daycases,Female,20-29,2018-10-01,7,0,457
Elbrus,Elbrus,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,50-59,2018-04-01,4,8,69
Elbrus,Elbrus,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,50-59,2018-07-01,2,5,68
